region_code,region_name,geographic_level,state,year,year_range,number_of_non_employing_businesses,number_of_employing_businesses_1_4_employees,number_of_employing_businesses_5_19_employees,number_of_employing_businesses_20_or_more_employees,total_number_of_businesses,number_of_non_employing_business_entries,number_of_employing_business_entries_1_4_employees,number_of_employing_business_entries_5_19_employees,number_of_employing_business_entries_20_or_more_employees,total_number_of_business_entries,number_of_non_employing_business_exits,number_of_employing_business_exits_1_4_employees,number_of_employing_business_exits_5_19_employees,number_of_employing_business_exits_20_or_more_employees,total_number_of_business_exits,agriculture_forestry_and_fishing,mining,manufacturing,electricity_gas_water_and_waste_services,construction,wholesale_trade,retail_trade,accommodation_and_food_services,transport_postal_and_warehousing,information_media_and_telecommunications,financial_and_insurance_services,rental_hiring_and_real_estate_services,professional_scientific_and_technical_services,administrative_and_support_services,public_administration_and_safety,education_and_training,health_care_and_social_assistance,arts_and_recreation_services,other_services,currently_unknown,number_of_businesses_with_turnover_of_zero_to_less_than_50k,number_of_businesses_with_turnover_of_50k_to_less_than_200k,number_of_businesses_with_turnover_of_200k_to_less_than_2m,number_of_businesses_with_turnover_of_2m_to_less_than_5m,number_of_businesses_with_turnover_of_5m_to_less_than_10m,number_of_businesses_with_turnover_of_10m_or_more,number_of_business_entries_with_turnover_of_zero_to_less_than_50k,number_of_business_entries_with_turnover_of_50k_to_less_than_200k,number_of_business_entries_with_turnover_of_200k_to_less_than_2m,number_of_business_entries_with_turnover_of_2m_to_less_than_5m,number_of_business_entries_with_turnover_of_5m_to_less_than_10m,number_of_business_entries_with_turnover_of_10m_or_more,number_of_business_exits_with_turnover_of_zero_to_less_than_50k,number_of_business_exits_with_turnover_of_50k_to_less_than_200k,number_of_business_exits_with_turnover_of_200k_to_less_than_2m,number_of_business_exits_with_turnover_of_2m_to_less_than_5m,number_of_business_exits_with_turnover_of_5m_to_less_than_10m,number_of_business_exits_with_turnover_of_10m_or_more,private_sector_houses,private_sector_dwellings_excluding_houses,total_private_sector_dwelling_units,total_dwelling_units,value_of_private_sector_houses,value_of_private_sector_dwellings_excluding_houses,total_value_of_private_sector_dwelling_units,value_of_residential_building,value_of_non_residential_building,value_of_total_building,number_of_established_house_transfers,median_price_of_established_house_transfers,number_of_attached_dwelling_transfers,median_price_of_attached_dwelling_transfers,debtors_entering_business_related_personal_insolvencies,debtors_entering_non_business_related_personal_insolvencies,total_debtors_entering_personal_insolvencies,managers,professionals,technicians_and_trades_workers,community_and_personal_service_workers,clerical_and_administrative_workers,sales_workers,machinery_operators_and_drivers,labourers,debtors_with_other_or_unknown_occupations,area_of_holding_total_area,dairy_cattle_total,meat_cattle_total,sheep_and_lambs_total,pigs_total,meat_chickens_total,broadacre_crops_total_area,vegetables_total_area,orchard_fruit_trees_and_nut_trees_total_area,agricultural_production_total_gross_value,crops_total_gross_value,livestock_slaughtered_and_other_disposals_total_gross_value,agriculture_forestry_and_fishing_pct,mining_pct,manufacturing_pct,electricity_gas_water_and_waste_services_pct,construction_pct,wholesale_trade_pct,retail_trade_pct,accommodation_and_food_services_pct,transport_postal_and_warehousing_pct,information_media_and_telecommunications_pct,financial_and_insurance_services_pct,rental_hiring_and_real_estate_services_pct,professional_scientific_and_technical_services_pct,administrative_and_support_services_pct,public_administration_and_safety_pct,education_and_training_pct,health_care_and_social_assistance_pct,arts_and_recreation_services_pct,other_services_pct,industry_of_employment_inadequately_described_or_not_stated_pct,total_persons_employed_aged_15_years_and_over,houses_additions,houses_removals,houses_total,townhouses_additions,townhouses_removals,townhouses_total,apartments_additions,apartments_removals,apartments_total,total_dwelling_additions,total_dwelling_removals,total_dwellings
7RNTE,Rest of NT,gccsa,NT,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,52.0,115.0,255.0,26.0,15.0,41.0,138.0,,,325.0,430000.0,167.0,359000.0,15.0,70.0,81.0,6.0,17.0,8.0,19.0,13.0,3.0,8.0,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,28.0,23919.0,87.0,,5532.0,,,1354.0,230.0,28.0,30905.0
7RNTE,Rest of NT,gccsa,NT,2020,2019-20,2048.0,832.0,586.0,191.0,3657.0,,,,,,,,,,,424.0,20.0,90.0,11.0,665.0,73.0,313.0,233.0,266.0,33.0,86.0,453.0,274.0,172.0,19.0,49.0,182.0,61.0,226.0,7.0,730.0,1107.0,1424.0,258.0,86.0,52.0,,,,,,,,,,,,,61.0,7.0,68.0,180.0,28.0,2.0,30.0,133.0,,,282.0,422500.0,154.0,332500.0,13.0,43.0,56.0,3.0,,8.0,18.0,12.0,,8.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,24.0,23995.0,71.0,1.0,5602.0,,3.0,1351.0,171.0,28.0,31048.0
7RNTE,Rest of NT,gccsa,NT,2021,2020-21,2057.0,936.0,610.0,166.0,3769.0,370.0,141.0,15.0,3.0,528.0,320.0,56.0,21.0,7.0,404.0,435.0,18.0,90.0,10.0,680.0,82.0,304.0,238.0,277.0,35.0,77.0,463.0,290.0,180.0,20.0,48.0,215.0,60.0,240.0,7.0,839.0,1140.0,1400.0,243.0,102.0,45.0,198.0,222.0,101.0,7.0,,,168.0,144.0,87.0,7.0,,,72.0,8.0,80.0,282.0,28.0,2.0,30.0,142.0,,,499.0,445000.0,127.0,305000.0,6.0,27.0,32.0,6.0,6.0,3.0,7.0,3.0,3.0,7.0,3.0,3.0,,,,,,,,,,,,,4.8,2.9,1.5,1.0,6.3,1.1,7.1,6.6,3.0,0.6,0.5,0.7,3.3,2.6,17.2,11.9,18.0,3.1,3.9,4.1,31846.0,135.0,11.0,24119.0,44.0,3.0,5643.0,20.0,,1371.0,199.0,14.0,31233.0
7RNTE,Rest of NT,gccsa,NT,2022,2021-22,2117.0,981.0,615.0,178.0,3890.0,429.0,186.0,29.0,4.0,647.0,366.0,91.0,28.0,5.0,493.0,452.0,21.0,88.0,10.0,686.0,79.0,311.0,258.0,292.0,38.0,80.0,461.0,290.0,204.0,21.0,49.0,233.0,57.0,246.0,5.0,828.0,1148.0,1500.0,255.0,100.0,58.0,219.0,270.0,147.0,11.0,,,171.0,144.0,88.0,7.0,,,59.0,99.0,158.0,218.0,29.0,20.0,49.0,107.0,,,537.0,470000.0,148.0,306800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,20.0,24205.0,25.0,,5668.0,4.0,,1375.0,139.0,20.0,31352.0
7RNTE,Rest of NT,gccsa,NT,2023,2022-23,2168.0,970.0,591.0,183.0,3912.0,411.0,164.0,15.0,,592.0,392.0,93.0,41.0,,528.0,451.0,16.0,88.0,13.0,683.0,85.0,303.0,242.0,275.0,37.0,83.0,450.0,288.0,230.0,27.0,55.0,257.0,62.0,259.0,8.0,747.0,1151.0,1560.0,281.0,106.0,67.0,155.0,280.0,150.0,5.0,3.0,3.0,229.0,175.0,114.0,6.0,,,87.0,62.0,149.0,203.0,50.0,23.0,73.0,121.0,,,341.0,480000.0,90.0,319500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7RNTE,Rest of NT,gccsa,NT,2024,2023-24,2115.0,987.0,579.0,203.0,3884.0,379.0,187.0,25.0,4.0,595.0,439.0,100.0,36.0,10.0,583.0,437.0,17.0,97.0,13.0,680.0,73.0,284.0,235.0,260.0,40.0,96.0,435.0,291.0,219.0,27.0,65.0,281.0,65.0,273.0,6.0,725.0,1127.0,1584.0,274.0,105.0,67.0,176.0,262.0,151.0,7.0,,,217.0,218.0,136.0,10.0,4.0,,48.0,3.0,51.0,143.0,31.0,1.0,32.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ACTE,Australian Capital Territory,gccsa,ACT,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,2.1,0.8,6.1,1.2,7.6,5.8,2.2,1.9,1.8,1.2,9.8,2.4,32.7,8.8,9.2,1.7,3.2,1.4,195620.0,,,,,,,,,,,,
8ACTE,Australian Capital Territory,gccsa,ACT,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,302.0,368.0,34.0,31.0,58.0,47.0,65.0,31.0,24.0,39.0,37.0,,,,,,,,,,,,,0.3,0.1,1.6,0.7,5.8,1.0,7.1,6.5,2.3,1.8,1.5,1.3,9.4,2.5,30.8,9.6,10.4,1.7,3.0,2.6,205419.0,,,,,,,,,,,,
8ACTE,Australian Capital Territory,gccsa,ACT,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,302.0,400.0,48.0,50.0,54.0,50.0,80.0,36.0,20.0,30.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.0,695.0,110489.0,990.0,5.0,27892.0,2397.0,159.0,30491.0,4455.0,859.0,168882.0
8ACTE,Australian Capital Territory,gccsa,ACT,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.0,687000.0,4319.0,439900.0,83.0,335.0,415.0,45.0,52.0,62.0,59.0,83.0,39.0,29.0,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.0,467.0,110984.0,1573.0,140.0,29325.0,2066.0,130.0,32427.0,4601.0,737.0,172746.0
8ACTE,Australian Capital Territory,gccsa,ACT,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.0,4799.0,6062.0,6180.0,550.0,1346.0,1896.0,1958.0,993.0,2951.0,3647.0,705000.0,3708.0,450000.0,67.0,249.0,310.0,33.0,30.0,48.0,38.0,49.0,20.0,16.0,43.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.0,274.0,112049.0,1078.0,6.0,30397.0,2398.0,253.0,34572.0,4815.0,533.0,177028.0
8ACTE,Australian Capital Territory,gccsa,ACT,2020,2019-20,17345.0,8289.0,3100.0,886.0,29620.0,,,,,,,,,,,335.0,21.0,626.0,78.0,5748.0,463.0,1459.0,1513.0,2410.0,391.0,1186.0,3136.0,5856.0,1414.0,129.0,640.0,2470.0,452.0,1260.0,33.0,7645.0,8914.0,10770.0,1367.0,485.0,439.0,,,,,,,,,,,,,1209.0,3656.0,4865.0,4928.0,505.0,1020.0,1525.0,1578.0,1073.0,2650.0,4570.0,717500.0,4316.0,465000.0,57.0,192.0,248.0,21.0,42.0,45.0,27.0,41.0,10.0,26.0,27.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.0,251.0,112954.0,1220.0,15.0,31602.0,2561.0,236.0,36897.0,4937.0,502.0,181463.0
8ACTE,Australian Capital Territory,gccsa,ACT,2021,2020-21,17231.0,9961.0,3279.0,919.0,31390.0,3578.0,1805.0,152.0,15.0,5550.0,3032.0,651.0,120.0,21.0,3824.0,334.0,23.0,655.0,93.0,6136.0,472.0,1570.0,1639.0,2478.0,399.0,1232.0,3227.0,6316.0,1513.0,126.0,701.0,2644.0,455.0,1348.0,29.0,8639.0,9085.0,11243.0,1435.0,502.0,486.0,2249.0,2091.0,1158.0,38.0,10.0,4.0,1907.0,1176.0,680.0,47.0,11.0,13.0,1367.0,3452.0,4819.0,5017.0,583.0,984.0,1567.0,1689.0,1708.0,3397.0,5635.0,815000.0,6076.0,502900.0,34.0,92.0,126.0,24.0,18.0,13.0,12.0,20.0,6.0,12.0,16.0,12.0,,,,,,,,,,,,,0.3,0.1,1.7,0.8,6.7,0.8,6.4,6.3,2.1,1.5,1.4,1.2,10.9,2.6,29.8,9.4,11.5,1.8,2.9,1.9,248388.0,1357.0,371.0,113940.0,872.0,7.0,32467.0,2981.0,83.0,39795.0,5210.0,461.0,186212.0
8ACTE,Australian Capital Territory,gccsa,ACT,2022,2021-22,18443.0,10831.0,3440.0,977.0,33694.0,4252.0,2157.0,153.0,17.0,6575.0,3292.0,951.0,170.0,28.0,4435.0,365.0,27.0,711.0,113.0,6496.0,501.0,1686.0,1745.0,2668.0,411.0,1281.0,3460.0,6821.0,1695.0,126.0,716.0,2878.0,459.0,1516.0,26.0,8731.0,9955.0,12349.0,1577.0,577.0,507.0,2449.0,2629.0,1435.0,43.0,17.0,11.0,1908.0,1176.0,680.0,47.0,11.0,13.0,1525.0,4492.0,6017.0,6195.0,630.0,1364.0,1994.0,2082.0,825.0,2907.0,4517.0,1020000.0,5031.0,572000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.0,286.0,114818.0,840.0,1.0,33306.0,3006.0,,42801.0,5010.0,287.0,190935.0
8ACTE,Australian Capital Territory,gccsa,ACT,2023,2022-23,19491.0,10877.0,3541.0,1074.0,34983.0,4159.0,1891.0,131.0,13.0,6194.0,3604.0,1124.0,190.0,31.0,4949.0,373.0,27.0,709.0,123.0,6615.0,535.0,1718.0,1848.0,2862.0,414.0,1346.0,3525.0,7108.0,1831.0,131.0,707.0,3019.0,491.0,1573.0,28.0,8279.0,10457.0,13241.0,1768.0,634.0,604.0,2021.0,2734.0,1384.0,32.0,17.0,6.0,2360.0,1488.0,988.0,74.0,27.0,16.0,978.0,2671.0,3649.0,3851.0,459.0,895.0,1354.0,1455.0,1172.0,2627.0,4207.0,995000.0,4154.0,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ACTE,Australian Capital Territory,gccsa,ACT,2024,2023-24,20773.0,10748.0,3569.0,1142.0,36232.0,4595.0,1719.0,162.0,18.0,6494.0,3775.0,1135.0,203.0,23.0,5138.0,355.0,22.0,715.0,111.0,6780.0,527.0,1753.0,1917.0,3280.0,425.0,1404.0,3535.0,7228.0,1943.0,129.0,729.0,3206.0,497.0,1639.0,29.0,8703.0,10699.0,13728.0,1835.0,647.0,616.0,2327.0,2678.0,1424.0,46.0,14.0,9.0,2225.0,1734.0,1081.0,70.0,22.0,14.0,780.0,3629.0,4409.0,4547.0,384.0,1335.0,1719.0,1786.0,870.0,2656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9OTER,Other Territories,gccsa,OTH,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,0.6,2.7,6.6,1.2,7.4,4.0,5.9,,0.3,0.4,2.9,5.1,30.7,9.4,5.5,2.5,2.3,1.6,1155.0,,,,,,,,,,,,
9OTER,Other Territories,gccsa,OTH,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,7.0,2.1,2.0,6.6,0.9,8.7,11.6,4.8,0.9,0.8,1.3,2.0,5.6,20.0,7.3,5.0,3.3,2.7,5.2,2150.0,,,,,,,,,,,,
9OTER,Other Territories,gccsa,OTH,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9OTER,Other Territories,gccsa,OTH,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,465000.0,5.0,180000.0,,3.0,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9OTER,Other Territories,gccsa,OTH,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9OTER,Other Territories,gccsa,OTH,2020,2019-20,38.0,33.0,19.0,6.0,96.0,,,,,,,,,,,3.0,3.0,,,17.0,5.0,11.0,12.0,11.0,,3.0,,16.0,6.0,,3.0,,,6.0,,43.0,18.0,31.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9OTER,Other Territories,gccsa,OTH,2021,2020-21,34.0,41.0,16.0,6.0,97.0,4.0,7.0,,,11.0,5.0,4.0,,,10.0,3.0,,3.0,,15.0,6.0,13.0,12.0,13.0,,,,16.0,4.0,,3.0,3.0,,7.0,,43.0,20.0,28.0,5.0,,,9.0,,,,,,4.0,3.0,3.0,,,,,,,,,,,,,,9.0,410000.0,10.0,250000.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,1.3,4.1,1.4,2.2,9.3,0.9,8.9,11.5,4.6,0.7,1.2,1.1,2.7,6.7,18.7,7.2,6.7,2.9,3.0,5.2,2243.0,,,,,,,,,,,,
9OTER,Other Territories,gccsa,OTH,2022,2021-22,49.0,42.0,18.0,11.0,123.0,8.0,7.0,3.0,3.0,25.0,4.0,3.0,,,5.0,3.0,3.0,3.0,,21.0,6.0,16.0,13.0,13.0,,,,25.0,7.0,,4.0,,3.0,4.0,,44.0,24.0,47.0,4.0,,,7.0,9.0,7.0,,,,4.0,3.0,3.0,,,,,,,,,,,,,,7.0,380000.0,7.0,220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9OTER,Other Territories,gccsa,OTH,2023,2022-23,51.0,43.0,23.0,7.0,124.0,6.0,7.0,,,13.0,7.0,,3.0,,10.0,4.0,,3.0,,23.0,4.0,13.0,14.0,14.0,3.0,3.0,3.0,17.0,7.0,,4.0,3.0,,9.0,,47.0,25.0,44.0,7.0,3.0,,6.0,4.0,3.0,,,,4.0,5.0,,,,,,,,,,,,,,,8.0,410000.0,9.0,180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9OTER,Other Territories,gccsa,OTH,2024,2023-24,47.0,41.0,23.0,9.0,120.0,4.0,5.0,3.0,,12.0,8.0,3.0,,,11.0,4.0,3.0,3.0,,17.0,3.0,15.0,11.0,16.0,,,3.0,19.0,5.0,,4.0,4.0,3.0,8.0,,53.0,21.0,34.0,12.0,3.0,,4.0,3.0,3.0,,3.0,,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Capital Region,sa4,NSW,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201829.0,37542.0,355649.0,4434771.0,73206.0,133117.0,,,,,,,6.5,0.4,5.6,1.5,9.0,2.4,11.0,8.1,3.9,1.2,1.5,1.4,5.3,2.6,14.2,7.1,10.8,1.7,3.6,2.1,94668.0,,,,,,,,,,,,
101,Capital Region,sa4,NSW,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,234.0,318.0,29.0,22.0,44.0,41.0,45.0,31.0,29.0,40.0,39.0,2190060.0,40942.0,395725.0,4722761.0,82058.0,1021448.0,135453.0,,,859.5,164.0,426.0,6.5,0.5,4.4,1.3,9.4,1.7,9.8,8.1,3.7,1.1,1.3,1.5,5.1,3.1,14.1,7.5,11.6,1.8,3.7,3.8,97338.0,,,,,,,,,,,,
101,Capital Region,sa4,NSW,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,218.0,289.0,25.0,15.0,45.0,37.0,35.0,30.0,26.0,36.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208.0,35.0,93215.0,159.0,,10003.0,24.0,,8469.0,1391.0,35.0,111939.0
101,Capital Region,sa4,NSW,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4452.0,484750.0,1217.0,334000.0,63.0,272.0,337.0,37.0,27.0,54.0,57.0,36.0,30.0,30.0,46.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,89.0,94151.0,119.0,,10122.0,3.0,,8472.0,1154.0,89.0,113004.0
101,Capital Region,sa4,NSW,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.0,236.0,1405.0,1439.0,458.0,51.0,509.0,532.0,148.0,679.0,3825.0,485000.0,1023.0,342000.0,61.0,185.0,244.0,21.0,19.0,45.0,41.0,19.0,26.0,22.0,26.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.0,60.0,95496.0,243.0,1.0,10364.0,21.0,,8493.0,1675.0,61.0,114618.0
101,Capital Region,sa4,NSW,2020,2019-20,12209.0,6269.0,2328.0,458.0,21264.0,,,,,,,,,,,5035.0,55.0,746.0,74.0,4330.0,441.0,1248.0,1157.0,1157.0,106.0,380.0,1586.0,1892.0,686.0,39.0,273.0,812.0,271.0,951.0,25.0,5130.0,7083.0,7881.0,788.0,215.0,167.0,,,,,,,,,,,,,781.0,191.0,972.0,990.0,338.0,54.0,392.0,407.0,467.0,874.0,3892.0,520000.0,979.0,355000.0,39.0,129.0,165.0,15.0,18.0,27.0,23.0,26.0,10.0,16.0,20.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.0,991.0,95514.0,124.0,,10488.0,15.0,,8508.0,1148.0,991.0,114775.0
101,Capital Region,sa4,NSW,2021,2020-21,12048.0,7187.0,2419.0,424.0,22078.0,1814.0,821.0,72.0,9.0,2716.0,1619.0,359.0,86.0,15.0,2079.0,5083.0,55.0,760.0,78.0,4566.0,458.0,1275.0,1228.0,1097.0,112.0,404.0,1652.0,2031.0,755.0,45.0,300.0,870.0,286.0,1004.0,19.0,5575.0,7312.0,7959.0,815.0,239.0,178.0,1038.0,1143.0,519.0,13.0,,3.0,960.0,708.0,430.0,24.0,5.0,3.0,1044.0,317.0,1361.0,1381.0,440.0,88.0,528.0,550.0,222.0,772.0,5829.0,585000.0,1482.0,420000.0,24.0,74.0,89.0,8.0,14.0,11.0,13.0,13.0,3.0,8.0,11.0,13.0,2229961.0,33340.8,351393.1,4704096.1,81603.3,222948.5,181415.0,294.2,1374.0,1098.7,285.8,545.5,5.9,0.5,4.1,1.4,10.9,1.7,8.8,7.5,3.3,0.9,1.2,1.3,5.7,3.0,14.7,7.8,12.2,1.7,3.6,3.8,111423.0,725.0,37.0,96202.0,182.0,,10670.0,17.0,38.0,8487.0,924.0,75.0,115624.0
101,Capital Region,sa4,NSW,2022,2021-22,12921.0,7366.0,2539.0,446.0,23278.0,2229.0,911.0,81.0,5.0,3221.0,1632.0,522.0,100.0,21.0,2271.0,5208.0,56.0,820.0,89.0,4830.0,464.0,1321.0,1293.0,1185.0,113.0,459.0,1762.0,2186.0,837.0,54.0,316.0,933.0,292.0,1060.0,13.0,5726.0,7561.0,8631.0,908.0,257.0,188.0,1172.0,1404.0,624.0,13.0,5.0,,959.0,703.0,427.0,22.0,4.0,3.0,1272.0,332.0,1604.0,1636.0,598.0,96.0,694.0,728.0,375.0,1103.0,5143.0,740000.0,1517.0,490000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.0,57.0,97086.0,168.0,,10838.0,9.0,,8496.0,1123.0,57.0,116690.0
101,Capital Region,sa4,NSW,2023,2022-23,13485.0,7310.0,2523.0,488.0,23806.0,2049.0,882.0,80.0,11.0,3022.0,1923.0,600.0,138.0,9.0,2670.0,5185.0,64.0,811.0,96.0,5045.0,454.0,1302.0,1251.0,1213.0,123.0,463.0,1826.0,2288.0,916.0,56.0,317.0,1013.0,284.0,1079.0,20.0,5378.0,7796.0,9066.0,1021.0,327.0,218.0,982.0,1360.0,645.0,26.0,6.0,3.0,1203.0,882.0,599.0,30.0,4.0,4.0,1230.0,446.0,1676.0,1681.0,672.0,142.0,814.0,839.0,737.0,1576.0,3721.0,770000.0,1005.0,525000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Capital Region,sa4,NSW,2024,2023-24,13974.0,7153.0,2494.0,505.0,24126.0,2114.0,844.0,82.0,9.0,3049.0,2036.0,625.0,137.0,19.0,2817.0,5135.0,67.0,801.0,93.0,5160.0,479.0,1269.0,1212.0,1249.0,131.0,484.0,1882.0,2335.0,915.0,60.0,325.0,1099.0,299.0,1116.0,16.0,5328.0,7940.0,9281.0,1011.0,326.0,240.0,941.0,1391.0,681.0,17.0,9.0,5.0,1184.0,957.0,614.0,59.0,4.0,3.0,1050.0,363.0,1413.0,1429.0,641.0,136.0,777.0,799.0,252.0,1052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Central Coast,sa4,NSW,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9456.0,20.0,1665.0,1204.0,24.0,5515714.0,,,,,,,0.7,0.5,8.8,1.4,9.6,3.5,12.5,7.2,4.3,2.0,3.2,1.7,5.5,3.4,6.4,7.2,14.2,1.5,4.1,2.3,131014.0,,,,,,,,,,,,
102,Central Coast,sa4,NSW,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,445.0,590.0,48.0,50.0,108.0,79.0,72.0,62.0,49.0,65.0,53.0,9889.0,7.0,1816.0,251.0,,4211250.0,,,,161.4,52.5,103.3,0.8,0.5,6.3,1.1,11.3,2.5,11.1,7.6,3.8,1.9,3.3,1.7,5.4,3.6,6.2,7.7,15.3,1.5,4.2,4.2,139595.0,,,,,,,,,,,,
102,Central Coast,sa4,NSW,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,385.0,504.0,41.0,34.0,82.0,82.0,54.0,49.0,47.0,75.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,113.0,113949.0,222.0,,18234.0,303.0,,13695.0,1718.0,113.0,146059.0
102,Central Coast,sa4,NSW,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5671.0,660000.0,1647.0,530000.0,112.0,453.0,570.0,47.0,53.0,89.0,81.0,60.0,52.0,49.0,79.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.0,96.0,114768.0,149.0,,18383.0,340.0,,14035.0,1404.0,96.0,147367.0
