reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,scope1_tco2e,scope2_tco2e,total_emissions_tco2e,emission_intensity,grid_connected,grid,primary_fuel,important_notes,year_range,matched_name,matched_address,state_1,latitude,longitude
POWER AND WATER CORPORATION,TARA (NEUTRAL JUNCTION),F,NT,1141.0,317.0,257.0,0.0,257.0,0.8107255520504731,Off,Off-grid,Diesel,,2018-19,Neutral Junction Store,"Neutral Jct, Davenport NT 0872, Australia",NT,-21.51445,133.99469
POWER AND WATER CORPORATION,TI TREE GENERATION,F,NT,9349.0,2597.0,1884.0,0.0,1884.0,0.725452445128995,Off,Off-grid,Diesel,,2018-19,Ti-Tree Roadhouse,"LOT 3 Stuart Hwy, Ti Tree NT 0872, Australia",NT,-22.1308241,133.4163989
POWER AND WATER CORPORATION,TIMBER CREEK,F,NT,10899.0,3027.0,2122.0,0.0,2122.0,0.7010241162867525,Off,Off-grid,Diesel,,2018-19,Timber Creek,"Timber Creek NT 0852, Australia",NT,-15.6458527,130.46683489999998
POWER AND WATER CORPORATION,TITJIKALA (MARYVALE),F,NT,5850.0,1625.0,695.0,0.0,695.0,0.4276923076923077,Off,Off-grid,Diesel,,2018-19,Titjikala,"Titjikala NT 0872, Australia",NT,-24.674782,134.0764527
POWER AND WATER CORPORATION,UMBAKUMBA,F,NT,8984.0,2496.0,1916.0,0.0,1916.0,0.7676282051282052,Off,Off-grid,Diesel,,2018-19,Umbakumba,"Umbakumba NT 0822, Australia",NT,-13.8616879,136.81172949999998
POWER AND WATER CORPORATION,WADEYE (PORT KEATS),F,NT,34578.0,9605.0,5817.0,0.0,5817.0,0.6056220718375845,Off,Off-grid,Gas,,2018-19,Wadeye,"Wadeye NT 0822, Australia",NT,-14.2415573,129.5207589
POWER AND WATER CORPORATION,WALUNGURRU (KINTORE),F,NT,10361.0,2878.0,1108.0,0.0,1108.0,0.38498957609451007,Off,Off-grid,Diesel,,2018-19,Kintore,"Kintore NT 0872, Australia",NT,-23.2756448,129.3893238
POWER AND WATER CORPORATION,WARRUWI (GOULBURN IS),F,NT,8925.0,2479.0,1219.0,0.0,1219.0,0.49173053650665594,Off,Off-grid,Diesel,,2018-19,Warruwi,"Warruwi NT 0822, Australia",NT,-11.6511842,133.3885099
POWER AND WATER CORPORATION,WILORA (STIRLING),F,NT,1238.0,344.0,274.0,0.0,274.0,0.7965116279069767,Off,Off-grid,Diesel,,2018-19,Wilora,"Wilora NT 0872, Australia",NT,-21.7404613,133.7311459
POWER AND WATER CORPORATION,WIRLIYATJARRAYI (WILLOWRA),F,NT,4071.0,1131.0,776.0,0.0,776.0,0.6861184792219275,Off,Off-grid,Diesel,,2018-19,Wirliyajarrayi Store,"Lot 39, Anmatjere NT 0872, Australia",NT,-21.247534,132.60985399999998
POWER AND WATER CORPORATION,YARRALIN,F,NT,5276.0,1465.0,1004.0,0.0,1004.0,0.6853242320819113,Off,Off-grid,Diesel,,2018-19,Yarralin,"Yarralin NT 0852, Australia",NT,-16.447427599999997,130.8837408
POWER AND WATER CORPORATION,YUENDUMU,F,NT,34689.0,9636.0,3677.0,0.0,3677.0,0.3815898713158987,Off,Off-grid,Diesel,,2018-19,Yuendumu,"Yuendumu NT 0872, Australia",NT,-22.2539566,131.79538829999998
POWER AND WATER CORPORATION,CORPORATE TOTAL,C,,603430.0,167619.0,87637.0,0.0,87637.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
POWER GENERATION CORPORATION,CHANNEL ISLAND POWER STATION,F,NT,3631546.0,1008763.0,552216.0,0.0,552216.0,0.5474189675870348,On,DKIS,Gas,,2018-19,Channel Island Power Station,"1840 Channel Island Rd, Channel Island NT 0822, Australia",NT,-12.5550166,130.86631839999998
POWER GENERATION CORPORATION,KATHERINE POWER STATION,F,NT,146245.0,40624.0,28349.0,0.0,28349.0,0.6978387160299331,On,DKIS,Gas,,2018-19,Katherine Power Station,"75 Zimin Dr, Cossack NT 0850, Australia",NT,-14.4584827,132.244431
POWER GENERATION CORPORATION,KINGS CANYON,F,NT,5353.0,1487.0,1117.0,0.0,1117.0,0.7511768661735037,Off,Off-grid,Solar,,2018-19,Kings Canyon,"Petermann NT 0872, Australia",NT,-24.2552941,131.57001309999998
POWER GENERATION CORPORATION,OWEN SPRINGS POWER STATION,F,NT,294820.0,81894.0,51042.0,0.0,51042.0,0.6232691039636603,Off,Off-grid,Gas,,2018-19,Owen Springs Power Station,"183 Brewer Rd, Hugh NT 0872, Australia",NT,-23.8632482,133.8253457
POWER GENERATION CORPORATION,RON GOODIN POWER STATION,F,NT,452023.0,125562.0,90061.0,0.0,90061.0,0.7172631847214922,Off,Off-grid,Gas,,2018-19,Owen Springs Power Station,"183 Brewer Rd, Hugh NT 0872, Australia",NT,-23.8632482,133.8253457
POWER GENERATION CORPORATION,TENNANT CREEK POWER STATION,F,NT,117070.0,32519.0,22756.0,0.0,22756.0,0.6997755158522709,Off,Off-grid,Gas,,2018-19,Tennant Creek Telegraph Station,"23993 Stuart Hwy, Warumungu NT 0852, Australia",NT,-19.5554039,134.2289553
POWER GENERATION CORPORATION,WEDDELL POWER STATION,F,NT,1316711.0,365753.0,215124.0,0.0,215124.0,0.5881674244640509,On,DKIS,Gas,,2018-19,Weddell Power Station,"Channel Island Rd, Wickham NT 0822, Australia",NT,-12.5772143,130.9502033
POWER GENERATION CORPORATION,YULARA POWER STATION,F,NT,74661.0,20739.0,13054.0,0.0,13054.0,0.6294421138917016,Off,Off-grid,Gas,,2018-19,Yulara Power Station,"20 Harney Pl, Yulara NT 0872, Australia",NT,-25.2320231,130.9913732
POWER GENERATION CORPORATION,CORPORATE TOTAL,C,,6038429.0,1677341.0,973719.0,0.0,973719.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,VISY ENERGY - COOLAROO CO-GEN,F,VIC,70852.0,19681.0,25045.0,11903.0,36948.0,1.8773436309130633,On,NEM,Biofuel,,2018-19,Visy Wastepaper & Waste Management Recycling - Coolaroo,"Building E/13 Reo Cres, Coolaroo VIC 3061, Australia",VIC,-37.6453176,144.93567439999998
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,VISY POWER GENERATION - SMITHFIELD ENERGY FACILITY,F,NSW,55177.0,15327.0,10647.0,1084.0,11731.0,0.7653813531676127,On,NEM,Gas,,2018-19,Visy Recycling,"6 Herbert Pl, Smithfield NSW 2164, Australia",NSW,-33.8499781,150.9486894
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,CORPORATE TOTAL,C,,126029.0,35008.0,35692.0,12987.0,48679.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
QGC UPSTREAM INVESTMENTS PTY LTD,CONDAMINE POWER STATION,F,QLD,2581747.0,717152.0,318941.0,812.0,319753.0,0.4458650327963946,On,NEM,Gas,,2018-19,Condamine Power Station,"Columboola QLD 4415, Australia",QLD,-26.6681504,150.270009
QGC UPSTREAM INVESTMENTS PTY LTD,CORPORATE TOTAL,C,,2581747.0,717152.0,318941.0,812.0,319753.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
RATCH - AUSTRALIA CORPORATION PTY LTD,KEMERTON POWER STATION,F,WA,166666.0,46296.0,32427.0,2587.0,35014.0,0.7563072403663383,On,SWIS,Gas,,2018-19,Kemerton Power Station,"505 Treasure Rd, Wellesley WA 6233, Australia",WA,-33.1633786,115.7807467
RATCH - AUSTRALIA CORPORATION PTY LTD,MOUNT EMERALD WIND FARM PTY LTD,F,QLD,1337507.0,371530.0,1061.0,466.0,1527.0,0.004110031491400426,On,NEM,Wind,,2018-19,Mount Emerald Wind Farm,"Kippen Drive, Arriga QLD 4872, Australia",QLD,-17.1332484,145.3800374
RATCH - AUSTRALIA CORPORATION PTY LTD,RATCH-AUSTRALIA COLLINSVILLE SOLAR PV PTY LTD,F,QLD,89841.0,24956.0,8.0,54.0,62.0,0.0024843724955922425,On,NEM,Solar,,2018-19,Collinsville Solar Farm,"Collinsville QLD 4804, Australia",QLD,-20.5377327,147.8072499
RATCH - AUSTRALIA CORPORATION PTY LTD,STARFISH HILL WIND FARM,F,SA,368505.0,102363.0,32.0,46.0,78.0,0.0007619940798921486,On,NEM,Wind,,2018-19,Starfish Hill Wind Farm,"Cape Jervis SA 5204, Australia",SA,-35.5787555,138.1302294
RATCH - AUSTRALIA CORPORATION PTY LTD,TOORA WIND FARM,F,VIC,172633.0,47954.0,11.0,254.0,265.0,0.005526129207156859,On,NEM,Wind,,2018-19,Toora Wind Farm,"185 Silcocks Hill Rd, Toora VIC 3962, Australia",VIC,-38.6534438,146.3402295
RATCH - AUSTRALIA CORPORATION PTY LTD,TOWNSVILLE POWER STATION,F,QLD,928152.0,257820.0,124246.0,3221.0,127467.0,0.4944030719106353,On,NEM,Coal Seam Methane,,2018-19,Mount Stuart Power Station,"Bruce Hwy, Stuart QLD 4811, Australia",QLD,-19.3379375,146.8513486
RATCH - AUSTRALIA CORPORATION PTY LTD,WINDY HILL WIND FARM,F,QLD,96023.0,26673.0,29.0,14.0,43.0,0.0016121171221834814,On,NEM,Wind,,2018-19,Windy Hill Wind Farm,"Glendinning Rd, Ravenshoe QLD 4888, Australia",QLD,-17.5945918,145.5313612
RATCH - AUSTRALIA CORPORATION PTY LTD,CORPORATE TOTAL,C,,3159327.0,877591.0,157814.0,6642.0,164456.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
REGIONAL POWER CORPORATION,CARNARVON POWER STATION & DISTRIBUTION NETWORK,F,WA,145876.0,40521.0,24722.0,17.0,24739.0,0.6105229387231312,Off,Off-grid,Gas,,2018-19,Carnarvon Energy Ltd.,"2/76 Kings Park Rd, West Perth WA 6005, Australia",WA,-31.950405000000003,115.83431600000002
REGIONAL POWER CORPORATION,DENHAM POWER STATION & DENHAM DISTRIBUTION NETWORK,F,WA,12152.0,3376.0,2513.0,0.0,2513.0,0.744372037914692,Off,Off-grid,Diesel,,2018-19,Darling Downs Gas Power Station,"121 Grahams Rd, Kogan QLD 4406, Australia",QLD,-27.1164455,150.89549250000002
REGIONAL POWER CORPORATION,KALUMBURU POWER STATION & DISTRIBUTION NETWORK,F,WA,7662.0,2128.0,1453.0,0.0,1453.0,0.6828007518796992,Off,Off-grid,Diesel,,2018-19,Kalumburu Multi Function Police Facility,"Carson St, Kalumburu WA 6740, Australia",WA,-14.2925487,126.6448179
REGIONAL POWER CORPORATION,KUNUNURRA POWER STATION & KUNUNURRA DISTRIBUTION NETWORK,F,WA,350.0,97.0,162.0,56.0,218.0,2.247422680412371,Off,Off-grid,Diesel,,2018-19,Horizon Power,"Lot 228 Messmate Wy, Kununurra WA 6743, Australia",WA,-15.7793798,128.7405951
REGIONAL POWER CORPORATION,MARBLE BAR POWER STATION & MARBLE BAR DISTRIBUTION NETWORK,F,WA,8121.0,2256.0,1208.0,0.0,1208.0,0.5354609929078015,Off,Off-grid,Diesel,,2018-19,,,,,
REGIONAL POWER CORPORATION,MURCHISON RADIO ASTRONOMY POWER STATION AND DISTRIBUTION NETWORK,F,WA,13052.0,3625.0,2149.0,0.0,2149.0,0.5928275862068966,Off,Off-grid,Diesel,,2018-19,Murchison Radio-astronomy Observatory,"Boolardy Station, Beringarra-Pindar Rd, Murchison WA 6630, Australia",WA,-26.6969917,116.6369332
REGIONAL POWER CORPORATION,NULLAGINE POWER STATION & NULLAGINE DISTRIBUTION NETWORK,F,WA,5888.0,1636.0,715.0,0.0,715.0,0.43704156479217604,Off,Off-grid,Diesel,,2018-19,Nullagine Solar Power Station,"Nullagine WA 6758, Australia",WA,-21.879536,120.11313179999998
REGIONAL POWER CORPORATION,ONSLOW POWER STATION & ONSLOW DISTRIBUTION NETWORK,F,WA,72068.0,20019.0,9242.0,275.0,9517.0,0.4753983715470303,Off,Off-grid,Gas,,2018-19,Onslow Power Station (Horizon Power),"Onslow Rd, Peedamulla WA 6710, Australia",WA,-21.7765045,115.0831642
REGIONAL POWER CORPORATION,WYNDHAM POWER STATION & DISTRIBUTION NETWORK,F,WA,704.0,196.0,40.0,0.0,40.0,0.20408163265306123,Off,Off-grid,Diesel,,2018-19,,,,,
REGIONAL POWER CORPORATION,YUNGNGORA POWER STATION & YUNGNGORA DISTRIBUTION NETWORK,F,WA,6375.0,1771.0,1003.0,0.0,1003.0,0.5663466967814794,Off,Off-grid,Diesel,,2018-19,Yungngora Community,"Yungngora Loop, Mount Hardman WA 6765, Australia",WA,-18.5015109,124.8286884
REGIONAL POWER CORPORATION,CORPORATE TOTAL,C,,272248.0,75625.0,43207.0,348.0,43555.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
RENEWABLE POWER AUSTRALIA LIMITED,FPC GREEN ENERGY,F,QLD,327118.0,90866.0,3226.0,1609.0,4835.0,0.05321022164505976,On,NEM,Bagasse,,2018-19,,,,,
RENEWABLE POWER AUSTRALIA LIMITED,CORPORATE TOTAL,C,,327118.0,90866.0,3226.0,1609.0,4835.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
RIO TINTO LIMITED,CAPE LAMBERT POWER STATION,F,WA,1012355.0,281210.0,157571.0,0.0,157571.0,0.5603321361260268,On,NWIS,Gas,,2018-19,Cape Lambert,"Cape Lambert, Point Samson, Australia",,-20.5833333,117.1666667
RIO TINTO LIMITED,PARABURDOO POWER STATION,F,WA,1550839.0,430789.0,225741.0,0.0,225741.0,0.5240175584799055,On,NWIS,Gas,,2018-19,Paraburdoo Power Station,"Innawanga WA 6751, Australia",WA,-23.223817,117.6136942
RIO TINTO LIMITED,WEST ANGELAS POWER STATION,F,WA,1555020.0,431950.0,229903.0,0.0,229903.0,0.5322444727399005,On,NWIS,Gas,,2018-19,West Angelas Powerstation,"Unnamed Road, Newman WA 6753, Australia",WA,-23.153984,118.7241516
RIO TINTO LIMITED,YURRALYI MAYA POWER STATION,F,WA,2090705.0,580752.0,320417.0,0.0,320417.0,0.5517277598699617,On,NWIS,Gas,,2018-19,Yurralyi Maya Power Station,"Maitland WA 6714, Australia",WA,-20.7637215,116.7427853
RIO TINTO LIMITED,CORPORATE TOTAL,C,,6208919.0,1724700.0,933632.0,0.0,933632.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
SALT CREEK WIND FARM PTY LTD,SALT CREEK WIND FARM,F,VIC,622227.0,172841.0,33.0,285.0,318.0,0.001839841241372128,On,NEM,Wind,,2018-19,Salt Creek Wind Farm,"1099 Hexham-Woorndoo Rd, Hexham VIC 3273, Australia",VIC,-37.9338859,142.78789179999998
SALT CREEK WIND FARM PTY LTD,CORPORATE TOTAL,C,,622227.0,172841.0,33.0,285.0,318.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
SANTOS LIMITED,WILGA PARK POWER STATION,F,NSW,344941.0,95817.0,52505.0,1.0,52506.0,0.5479820908607033,On,NEM,Coal Seam Methane,,2018-19,Wilga Park Power Station,"Kiandool Ln, Bohena Creek NSW 2390, Australia",NSW,-30.3634841,149.6771233
SANTOS LIMITED,CORPORATE TOTAL,C,,344941.0,95817.0,52505.0,1.0,52506.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,MUSSELROE WIND FARM PTY LTD,F,TAS,2200946.0,611374.0,141.0,178.0,319.0,0.0005217755416488107,On,NEM,Wind,,2018-19,Musselroe Wind Farm,"Cape Portland TAS 7264, Australia",TAS,-40.7803916,148.01048269999998
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,WOOLNORTH BLUFF POINT WIND FARM PTY LTD,F,TAS,900721.0,250200.0,83.0,30.0,113.0,0.000451638689048761,On,NEM,Wind,,2018-19,Bluff Point Wind Farm,"Unnamed Road, Woolnorth TAS 7330, Australia",TAS,-40.7396138,144.6893962
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,WOOLNORTH STUDLAND BAY WIND FARM PTY LTD,F,TAS,998510.0,277364.0,102.0,33.0,135.0,0.00048672502559813095,On,NEM,Wind,,2018-19,Studland Bay Wind Farm,"Unnamed Road, Woolnorth TAS 7330, Australia",TAS,-40.7848399,144.7294621
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,CORPORATE TOTAL,C,,4100177.0,1138938.0,326.0,241.0,567.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,F,SA,1622122.0,450589.0,97.0,124.0,221.0,0.000490469141501457,On,NEM,Wind,,2018-19,Snowtown Wind Farm,"127 Ireland Rd, Mundoora SA 5555, Australia",SA,-33.7140884,138.1408256
SNOWTOWN SOUTH WIND FARM PTY. LTD.,CORPORATE TOTAL,C,,1622122.0,450589.0,97.0,124.0,221.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
SNOWTOWN WIND FARM PTY LTD,SNOWTOWN WIND FARM,F,SA,1281722.0,356034.0,159.0,243.0,402.0,0.0011291056472134684,On,NEM,Wind,,2018-19,Snowtown Wind Farm,"127 Ireland Rd, Mundoora SA 5555, Australia",SA,-33.7140884,138.1408256
SNOWTOWN WIND FARM PTY LTD,CORPORATE TOTAL,C,,1281722.0,356034.0,159.0,243.0,402.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,F,SA,1617575.0,449326.0,110.0,170.0,280.0,0.0006231555707882473,On,NEM,Wind,,2018-19,Snowtown Wind Farm,"127 Ireland Rd, Mundoora SA 5555, Australia",SA,-33.7140884,138.1408256
SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,CORPORATE TOTAL,C,,1617575.0,449326.0,110.0,170.0,280.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
SNOWY HYDRO LIMITED,ANGASTON POWER STATION,F,SA,5095.0,1415.0,989.0,381.0,1370.0,0.9681978798586572,On,NEM,Diesel,,2018-19,Angaston Power Station,"873 Stockwell Rd, Angaston SA 5353, Australia",SA,-34.5035074,139.0228902
SNOWY HYDRO LIMITED,COLONGRA POWER STATION,F,NSW,103910.0,28864.0,16347.0,6155.0,22502.0,0.7795870288248337,On,NEM,Gas,,2018-19,Colongra Power Station,"321 Scenic Dr, Colongra NSW 2262, Australia",NSW,-33.2094402,151.5457289
SNOWY HYDRO LIMITED,LAVERTON NORTH POWER STATION,F,VIC,386145.0,107262.0,65894.0,3298.0,69192.0,0.6450746769592214,On,NEM,Gas,,2018-19,Snowy Hydro Laverton Power Station,"147-161 Cherry Ln, Laverton North VIC 3026, Australia",VIC,-37.8411247,144.7885356
SNOWY HYDRO LIMITED,LONSDALE/PORT STANVAC POWER STATION,F,SA,15470.0,4297.0,2868.0,1043.0,3911.0,0.9101698859669537,On,NEM,Diesel,,2018-19,Port Stanvac Power Station,"Lonsdale SA 5160, Australia",SA,-35.1102132,138.49090809999998
SNOWY HYDRO LIMITED,SNOWY HYDRO LTD,F,NSW,11430110.0,3175030.0,1881.0,281930.0,283811.0,0.08938844672333805,On,NEM,Hydro,,2018-19,Snowy Hydro Discovery Centre and Cafe,"1 Monaro Hwy, Cooma NSW 2630, Australia",NSW,-36.2192471,149.1333676
SNOWY HYDRO LIMITED,VALLEY POWER,F,VIC,68010.0,18891.0,14745.0,2889.0,17634.0,0.9334603779577577,On,NEM,Gas,,2018-19,Valley Power Peaking Facility,"Bartons Ln, Loy Yang VIC 3844, Australia",VIC,-38.253746,146.5898906
SNOWY HYDRO LIMITED,CORPORATE TOTAL,C,,12008740.0,3335761.0,102724.0,295696.0,398420.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
SOLAR FARM INVESTMENTS PTY LTD,MOREE SOLAR FARM,F,NSW,542132.0,150592.0,6.0,657.0,663.0,0.004402624309392265,On,NEM,Solar,,2018-19,Moree Solar Farm,"4 Barton Plains Rd, Moree NSW 2400, Australia",NSW,-29.561193399999997,149.86243349999998
SOLAR FARM INVESTMENTS PTY LTD,CORPORATE TOTAL,C,,542132.0,150592.0,6.0,657.0,663.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
SPIC PACIFIC ENERGY PTY LTD,CHALLICUM HILLS WIND FARM,F,VIC,496928.0,138036.0,61.0,0.0,61.0,0.000441913703671506,On,NEM,Wind,,2018-19,Challicum Hills Wind Farm,"47 Price Rd, Ballyrogan VIC 3375, Australia",VIC,-37.3887311,143.0775131
SPIC PACIFIC ENERGY PTY LTD,CLEMENTS GAP WIND FARM,F,SA,644432.0,179009.0,92.0,0.0,92.0,0.0005139406398560967,On,NEM,Wind,,2018-19,Clements Gap Wind Farm,"Clements Gap SA 5523, Australia",SA,-33.4809608,138.0987163
SPIC PACIFIC ENERGY PTY LTD,CODRINGTON WIND FARM,F,VIC,158709.0,44086.0,28.0,0.0,28.0,0.0006351222610352493,On,NEM,Wind,,2018-19,Codrington Wind Farm Viewing Area,"Codrington VIC 3285, Australia",VIC,-38.27438610000001,141.9777639
SPIC PACIFIC ENERGY PTY LTD,CROWLANDS WIND FARM,F,VIC,334005.0,92779.0,1623.0,0.0,1623.0,0.01749318272453896,On,NEM,Wind,,2018-19,Crowland Wind Farm,"Spring Flat Rd, Glenlofty VIC 3377, Australia",VIC,-37.1263843,143.1559074
SPIC PACIFIC ENERGY PTY LTD,EILDON PONDAGE HYDRO,F,VIC,51760.0,14378.0,6.0,0.0,6.0,0.0004173042147725692,On,NEM,Hydro,,2018-19,Eildon Pondage,"Futurefish Eildon Fishing Trail, Eildon VIC 3713, Australia",VIC,-37.2425444,145.906002
SPIC PACIFIC ENERGY PTY LTD,GLENMAGGIE HYDRO,F,VIC,9705.0,2696.0,4.0,0.0,4.0,0.001483679525222552,On,NEM,Hydro,,2018-19,Glenmaggie Hydro Power Station,"Coongulla VIC 3860, Australia",VIC,-37.9043953,146.80024459999998
SPIC PACIFIC ENERGY PTY LTD,HAUGHTON SOLAR FARM,F,QLD,15276.0,4243.0,429.0,0.0,429.0,0.10110770681121847,On,NEM,Solar,,2018-19,Haughton Solar Farm,"Keith Venables Rd, Upper Haughton QLD 4809, Australia",QLD,-19.736582,147.0414676
SPIC PACIFIC ENERGY PTY LTD,ORD HYDRO,F,WA,781234.0,217009.0,30.0,39.0,69.0,0.0003179591629840237,Off,Off-grid,Hydro,,2018-19,Ord River Hydro Power Station,"3001b Lake Argyle Rd, Lake Argyle WA 6743, Australia",WA,-16.1200015,128.738173
SPIC PACIFIC ENERGY PTY LTD,PORTLAND WIND FARMS,F,VIC,1719293.0,477582.0,72.0,0.0,72.0,0.00015075945073306782,On,NEM,Wind,,2018-19,Portland Wind Farm,"Portland West VIC 3305, Australia",VIC,-38.3644104,141.6251525
SPIC PACIFIC ENERGY PTY LTD,TARALGA WIND FARM,F,NSW,1022659.0,284072.0,95.0,0.0,95.0,0.00033442225914556874,On,NEM,Wind,,2018-19,Taralga Wind Farm,"Old Showground Rd, Taralga NSW 2580, Australia",NSW,-34.423710400000004,149.8258649
SPIC PACIFIC ENERGY PTY LTD,THE DROP HYDRO,F,NSW,6209.0,1725.0,4.0,0.0,4.0,0.002318840579710145,On,NEM,Hydro,,2018-19,The Drop hydroelectric power station,"11 Melrose Ln, Lalalty NSW 3644, Australia",NSW,-35.7764688,145.7529468
SPIC PACIFIC ENERGY PTY LTD,WILLIAM HOVELL HYDRO,F,VIC,13685.0,3802.0,4.0,0.0,4.0,0.0010520778537611783,On,NEM,Hydro,,2018-19,William Hovell Dam,"William Hovell Dam, Cheshunt South VIC 3678, Australia",VIC,-36.9252158,146.3894175
SPIC PACIFIC ENERGY PTY LTD,YALOAK SOUTH WIND FARM,F,VIC,311833.0,86620.0,25.0,0.0,25.0,0.00028861694758716233,On,NEM,Wind,,2018-19,Yaloak South Wind Farm,"Mount Wallace VIC 3342, Australia",VIC,-37.7164742,144.2419466
SPIC PACIFIC ENERGY PTY LTD,YAMBUK WIND FARM,F,VIC,327681.0,91023.0,32.0,0.0,32.0,0.00035155949595157266,On,NEM,Wind,,2018-19,Yambuk Wind Farm,"5 Henshaws Rd, Yambuk VIC 3285, Australia",VIC,-38.2991878,142.02697039999998
SPIC PACIFIC ENERGY PTY LTD,CORPORATE TOTAL,C,,5893409.0,1637058.0,2505.0,39.0,2544.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
SRV AGWF PTY LTD AS TRUSTEE FOR THE AGWF TRUST,ALBANY WINDFARM,F,WA,234416.0,65116.0,12.0,10.0,22.0,0.0003378585908225321,On,SWIS,Wind,,2018-19,Albany Wind Farm,"WQMX+MV, Sandpatch WA 6330, Australia",WA,-35.065865599999995,117.7996621
SRV AGWF PTY LTD AS TRUSTEE FOR THE AGWF TRUST,CORPORATE TOTAL,C,,234416.0,65116.0,12.0,10.0,22.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
STANWELL CORPORATION LIMITED,BARRON GORGE POWER STATION,F,QLD,1194959.0,331933.0,42.0,369.0,411.0,0.0012382016852798606,On,NEM,Hydro,,2018-19,Barron Gorge Hydroelectric Power Station,"Barron Gorge Rd, Kuranda QLD 4881, Australia",QLD,-16.850999899999998,145.6468624
STANWELL CORPORATION LIMITED,KAREEYA POWER STATION,F,QLD,2138493.0,594026.0,51.0,1046.0,1097.0,0.0018467205139168993,On,NEM,Hydro,,2018-19,Kareeya Hydro Power Station,"Cardstone Road, Cardstone QLD 4854, Australia",QLD,-17.767023,145.57801809999998
STANWELL CORPORATION LIMITED,MACKAY GAS TURBINE,F,QLD,807.0,224.0,315.0,2.0,317.0,1.4151785714285714,On,NEM,Diesel,,2018-19,Mackay Gas Turbine,"West Mackay QLD 4740, Australia",QLD,-21.1446265,149.1589441
STANWELL CORPORATION LIMITED,MICA CREEK POWER STATION,F,QLD,1182679.0,328522.0,173132.0,0.0,173132.0,0.5270027578061743,On,Mt Isa,Gas,,2018-19,Mica Creek Power Station,"Powerhouse Rd, Mount Isa QLD 4825, Australia",QLD,-20.7784961,139.48987499999998
STANWELL CORPORATION LIMITED,STANWELL POWER STATION,F,QLD,30683675.0,8523243.0,7448923.0,8386.0,7457309.0,0.8749379784197165,On,NEM,Black Coal,,2018-19,Stanwell Power Station,"Switchyard Road, Stanwell QLD 4702, Australia",QLD,-23.5091325,150.3208166
