reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,scope1_tco2e,scope2_tco2e,total_emissions_tco2e,emission_intensity,grid_connected,grid,primary_fuel,important_notes,year_range,matched_name,matched_address,state_1,latitude,longitude
MORTONS LANE WIND FARM (HOLDING) PTY LTD,CORPORATE TOTAL,C,,236581.0,65717.0,0.0,0.0,0.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,MUMBIDA WIND FARM PTY LTD,F,WA,722672.0,200742.0,72.0,328.0,400.0,0.0019926074264478783,On,SWIS,Wind,,2018-19,Mumbida Wind Farm,"500 Connolly Rd, Burma Road WA 6532, Australia",WA,-29.0110631,114.9684225
MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,CORPORATE TOTAL,C,,722672.0,200742.0,72.0,328.0,400.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
NEOEN AUSTRALIA PTY LTD,COLEAMBALLY SOLAR PTY LTD,F,NSW,997904.0,277195.0,42.0,1068.0,1110.0,0.004004401233788488,On,NEM,Solar,,2018-19,Coleambally Solar Farm,"44-18 Ercildoune Rd, Coleambally NSW 2707, Australia",NSW,-34.7440883,145.9541003
NEOEN AUSTRALIA PTY LTD,DEGRUSSA SOLAR PROJECT PTY LTD,F,WA,79440.0,22067.0,4.0,282.0,286.0,0.012960529297140526,Off,Off-grid,Solar,,2018-19,"DeGrussa Copper Mine, Sandfire Resources NL","150 KM North, Great Northern Highway, Meekatharra WA 6642, Australia",WA,-25.5399495,119.3229267
NEOEN AUSTRALIA PTY LTD,DUBBO SOLAR HUB PTY LTD,F,NSW,214223.0,59507.0,7.0,82.0,89.0,0.0014956223637555245,On,NEM,Solar,,2018-19,Dubbo Micro Solar Farm,"Dubbo NSW 2830, Australia",NSW,-32.2876886,148.67723949999998
NEOEN AUSTRALIA PTY LTD,GRIFFITH SOLAR FARM PTY LTD,F,NSW,250942.0,69706.0,11.0,106.0,117.0,0.0016784781797836627,On,NEM,Solar,,2018-19,Griffith Solar Farm,"Yoogali NSW 2680, Australia",NSW,-34.3134445,146.1164474
NEOEN AUSTRALIA PTY LTD,HORNSDALE POWER RESERVE PTY LTD,F,SA,0.0,0.0,34.0,4225.0,4259.0,,On,NEM,Battery,,2018-19,Hornsdale Power Reserve,"Hornsdale SA 5491, Australia",SA,-33.085897,138.5183516
NEOEN AUSTRALIA PTY LTD,HWF1 PTY LTD,F,SA,1360885.0,378024.0,27.0,110.0,137.0,0.000362410852221023,On,NEM,Wind,,2018-19,,,,,
NEOEN AUSTRALIA PTY LTD,HWF2 PTY LTD,F,SA,1291697.0,358805.0,27.0,113.0,140.0,0.0003901840832764315,On,NEM,Wind,,2018-19,,,,,
NEOEN AUSTRALIA PTY LTD,HWF3 PTY LTD,F,SA,1366437.0,379566.0,28.0,110.0,138.0,0.0003635731335261852,On,NEM,Wind,,2018-19,,,,,
NEOEN AUSTRALIA PTY LTD,NUMURKAH SOLAR FARM PTY LTD,F,VIC,46219.0,12839.0,42.0,255.0,297.0,0.023132642729184517,On,NEM,Solar,,2018-19,Numurkah Solar Farm,"296 Wunghnu Rd, Drumanure VIC 3636, Australia",VIC,-36.1596789,145.4738272
NEOEN AUSTRALIA PTY LTD,PARKES SOLAR FARM PTY LTD,F,NSW,489201.0,135889.0,20.0,273.0,293.0,0.0021561715812170226,On,NEM,Solar,,2018-19,Parkes Solar Farm,"Parkes NSW 2870, Australia",NSW,-33.1202708,148.0761678
NEOEN AUSTRALIA PTY LTD,CORPORATE TOTAL,C,,6096948.0,1693596.0,242.0,6624.0,6866.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
NEWGEN KWINANA HOLDINGS PTY LTD,KWINANA GAS FIRED POWER STATION,F,WA,7260773.0,2016881.0,793003.0,156.0,793159.0,0.39326018738834867,On,SWIS,Gas,,2018-19,AGL Kwinana Power Station,"1 Burton Pl, Kwinana Beach WA 6167, Australia",WA,-32.2241757,115.77814
NEWGEN KWINANA HOLDINGS PTY LTD,CORPORATE TOTAL,C,,7260773.0,2016881.0,793003.0,156.0,793159.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
NRG VICTORIA 1 PTY LTD,GLADSTONE POWER STATION,F,QLD,30329899.0,8424972.0,7868001.0,49198.0,7917199.0,0.9397300074113006,On,NEM,Black Coal,,2018-19,NRG Gladstone Power Station,"353 Hanson Rd, Gladstone Central QLD 4680, Australia",QLD,-23.8487488,151.2183353
NRG VICTORIA 1 PTY LTD,CORPORATE TOTAL,C,,30329899.0,8424972.0,7868001.0,49198.0,7917199.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
ORIGIN ENERGY LIMITED,AUSTRALAND,F,NSW,10.0,3.0,0.0,0.0,0.0,0.0,On,NEM,Gas,,2018-19,Australind,"Australind WA 6233, Australia",WA,-33.2767614,115.7249058
ORIGIN ENERGY LIMITED,BALLARAT SOLAR PARK,F,VIC,710.0,197.0,0.0,2.0,2.0,0.01015228426395939,On,NEM,Solar,,2018-19,Ballarat Solar Company,"Shed 12/102 Fussell St, Ballarat East VIC 3350, Australia",VIC,-37.5612559,143.8916453
ORIGIN ENERGY LIMITED,BENDIGO SOLAR PARK,F,VIC,1673.0,465.0,0.0,4.0,4.0,0.008602150537634409,On,NEM,Solar,,2018-19,Solar Pro Bendigo,"96 Rowena St, East Bendigo VIC 3550, Australia",VIC,-36.7426297,144.3072642
ORIGIN ENERGY LIMITED,BLACKMORES,F,NSW,4819.0,1339.0,955.0,55.0,1010.0,0.7542942494398805,On,NEM,Gas,,2018-19,Blackmores Ltd,"Blackmores Campus, 20 Jubilee Ave, Warriewood NSW 2102, Australia",NSW,-33.67733,151.2909545
ORIGIN ENERGY LIMITED,BOND,F,NSW,2845.0,790.0,457.0,32.0,489.0,0.6189873417721519,On,NEM,Gas,,2018-19,Bonds Outlet Market City,"R2/19, 9-13 Hay St, Haymarket NSW 2000, Australia",NSW,-33.8799202,151.20334359999998
ORIGIN ENERGY LIMITED,CHIFLEY SQUARE,F,NSW,3593.0,998.0,547.0,41.0,588.0,0.5891783567134269,On,NEM,Gas,,2018-19,Chifley Square,"Chifley Square, Sydney NSW 2000, Australia",NSW,-33.8661092,151.2109354
ORIGIN ENERGY LIMITED,DARLING DOWNS POWER STATION,F,QLD,3758664.0,1044073.0,438533.0,17971.0,456504.0,0.43723379495495046,On,NEM,Gas,,2018-19,Darling Downs Gas Power Station,"121 Grahams Rd, Kogan QLD 4406, Australia",QLD,-27.1164455,150.89549250000002
ORIGIN ENERGY LIMITED,DRAPAC,F,VIC,2179.0,605.0,381.0,32.0,413.0,0.6826446280991736,On,NEM,Gas,,2018-19,Drapac Group,"1/373 Queen St, Melbourne VIC 3000, Australia",VIC,-37.8097085,144.9579359
ORIGIN ENERGY LIMITED,ERARING POWER STATION,F,NSW,64634548.0,17954041.0,15443593.0,14372.0,15457965.0,0.8609741394708856,On,NEM,Black Coal,,2018-19,Origin Energy Eraring Power Station,"Rocky Point Rd, Eraring NSW 2264, Australia",NSW,-33.0653926,151.5196425
ORIGIN ENERGY LIMITED,EXHIBITION STREET,F,VIC,7260.0,2017.0,1144.0,108.0,1252.0,0.6207238472979673,On,NEM,Gas,,2018-19,Exhibition Street,"Exhibition St, Melbourne VIC 3000, Australia",VIC,-37.8116895,144.9704421
ORIGIN ENERGY LIMITED,KENT STREET,F,NSW,11150.0,3097.0,1611.0,127.0,1738.0,0.5611882466903455,On,NEM,Gas,,2018-19,Kent Street,"Kent St, Sydney NSW 2000, Australia",NSW,-33.8668273,151.2043526
ORIGIN ENERGY LIMITED,LA TROBE,F,VIC,2342.0,651.0,399.0,35.0,434.0,0.6666666666666666,On,NEM,Gas,,2018-19,La Trobe University,"Plenty Rd, Bundoora VIC 3086, Australia",VIC,-37.7203337,145.04706149999998
ORIGIN ENERGY LIMITED,LADBROKE GROVE POWER STATION,F,SA,572603.0,159056.0,84409.0,459.0,84868.0,0.5335730811789559,On,NEM,Gas,,2018-19,"Origin Energy, Ladbroke Grove Generation Station","Monbulla SA 5277, Australia",SA,-37.4567796,140.7829467
ORIGIN ENERGY LIMITED,MIRVAC,F,NSW,17800.0,4945.0,2729.0,203.0,2932.0,0.5929221435793731,On,NEM,Gas,,2018-19,Mirvac,"Level 28/200 George St, Sydney NSW 2000, Australia",NSW,-33.86255,151.207935
ORIGIN ENERGY LIMITED,MORTLAKE POWER STATION,F,VIC,4375897.0,1215527.0,678503.0,5027.0,683530.0,0.5623322229781815,On,NEM,Gas,,2018-19,Mortlake Power Station,"Connewarren Ln, Mortlake VIC 3272, Australia",VIC,-38.0629726,142.6678811
ORIGIN ENERGY LIMITED,MOUNT,F,NSW,7384.0,2051.0,1164.0,84.0,1248.0,0.6084836665041443,On,NEM,Gas,,2018-19,Mount Kosciuszko,"Mt Kosciuszko, Munyang NSW 2624, Australia",NSW,-36.455897500000006,148.2635987
ORIGIN ENERGY LIMITED,MT STUART POWER STATION,F,QLD,22704.0,6307.0,10728.0,3504.0,14232.0,2.2565403519898526,On,NEM,Kerosene,,2018-19,Mount Stuart Power Station,"Bruce Hwy, Stuart QLD 4811, Australia",QLD,-19.3379375,146.8513486
ORIGIN ENERGY LIMITED,QUARANTINE POWER STATION,F,SA,715826.0,198840.0,124871.0,1661.0,126532.0,0.6363508348420841,On,NEM,Gas,,2018-19,Quarantine Power Station,"Unnamed Road, Torrens Island SA 5015, Australia",SA,-34.7801689,138.5221239
ORIGIN ENERGY LIMITED,ROMA POWER STATION,F,QLD,77214.0,21448.0,16028.0,951.0,16979.0,0.7916355837374114,On,NEM,Gas,,2018-19,Origin Energy Roma Power Station,"Roma QLD 4455, Australia",QLD,-26.5771878,148.8400888
ORIGIN ENERGY LIMITED,SHOALHAVEN SCHEME,F,NSW,567401.0,157612.0,1220.0,237738.0,238958.0,1.516115524198665,On,NEM,Hydro,,2018-19,Shoalhaven City Council,"Shoalhaven City Council, NSW, Australia",NSW,-35.0810677,150.48922919999998
ORIGIN ENERGY LIMITED,STOCKLAND HEADQUARTERS,F,NSW,4728.0,1313.0,760.0,54.0,814.0,0.61995430312262,On,NEM,Gas,,2018-19,Stockland,"Level 25/133 Castlereagh St, Sydney NSW 2000, Australia",NSW,-33.871526,151.20904
ORIGIN ENERGY LIMITED,UNIVERSITY OF NSW,F,NSW,8659.0,2405.0,1328.0,99.0,1427.0,0.5933471933471933,On,NEM,Gas,,2018-19,UNSW Sydney,"Sydney NSW 2033, Australia",NSW,-33.917347,151.2312675
ORIGIN ENERGY LIMITED,URANQUINTY POWER STATION,F,NSW,1347663.0,374351.0,208897.0,4451.0,213348.0,0.5699143317367925,On,NEM,Gas,,2018-19,Uranquinty Power Station,"280 Uranquinty Cross Rd, Uranquinty NSW 2652, Australia",NSW,-35.1793949,147.2149902
ORIGIN ENERGY LIMITED,CORPORATE TOTAL,C,,76147672.0,21152131.0,17018257.0,287010.0,17305267.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
OZGEN HOLDINGS AUSTRALIA PTY LTD,CALLIDE C POWER STATION (FACILITY),F,QLD,22352040.0,6208900.0,5782739.0,28487.0,5811226.0,0.9359509736024094,On,NEM,Black Coal,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times.
C S ENERGY LIMITED and OZGEN HOLDINGS AUSTRALIA PTY LTD, have each included the same data for the Callide C Power Station in their NGER reports.",2018-19,Callide Power Station,"959 Biloela Callide Rd, Mount Murchison QLD 4715, Australia",QLD,-24.3462176,150.6189753
OZGEN HOLDINGS AUSTRALIA PTY LTD,MILLMERRAN POWER STATION (FACILITY),F,QLD,22094305.0,6137307.0,5046040.0,4391.0,5050431.0,0.8229066918112455,On,NEM,Black Coal,,2018-19,Millmerran Power Station,"Moffatt Reserve Rd, Domville QLD 4357, Australia",QLD,-27.963336,151.2767745
OZGEN HOLDINGS AUSTRALIA PTY LTD,CORPORATE TOTAL,C,,44446345.0,12346207.0,10828779.0,32878.0,10861657.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
PALISADE SOLAR 1 PTY LTD,ROSS RIVER SOLAR FARM,F,QLD,438929.0,121925.0,24.0,556.0,580.0,0.004757022759893377,On,NEM,Solar,,2018-19,Ross River Solar Farm,"Kelso Dr, Kelso QLD 4815, Australia",QLD,-19.4130191,146.7207946
PALISADE SOLAR 1 PTY LTD,CORPORATE TOTAL,C,,438929.0,121925.0,24.0,556.0,580.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
PALISADE WATERLOO HOLDINGS PTY LTD,WATERLOO WIND FARM,F,SA,1437310.0,399253.0,82.0,195.0,277.0,0.0006937956634014022,On,NEM,Wind,,2018-19,Waterloo Wind Farm,"91 Schutz Road, Waterloo SA 5413, Australia",SA,-34.001060300000006,138.9110041
PALISADE WATERLOO HOLDINGS PTY LTD,CORPORATE TOTAL,C,,1437310.0,399253.0,82.0,195.0,277.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
PERTH ENERGY PTY LTD,KWINANA SWIFT POWER STATION,F,WA,376833.0,104676.0,61160.0,1390.0,62550.0,0.5975581795253926,On,SWIS,Gas,,2018-19,AGL Kwinana Power Station,"1 Burton Pl, Kwinana Beach WA 6167, Australia",WA,-32.2241757,115.77814
PERTH ENERGY PTY LTD,CORPORATE TOTAL,C,,376833.0,104676.0,61160.0,1390.0,62550.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
PIONEER SAIL HOLDINGS PTY LIMITED,BAIRNSDALE POWER STATION,F,VIC,701768.0,194936.0,104191.0,902.0,105093.0,0.5391154019780852,On,NEM,Gas,,2018-19,Bairnsdale Power Station,"45 Power Station Rd, Hillside VIC 3875, Australia",VIC,-37.8428384,147.563966
PIONEER SAIL HOLDINGS PTY LIMITED,BRAEMAR POWER STATION,F,QLD,1422171.0,395047.0,230480.0,1941.0,232421.0,0.588337590210785,On,NEM,Coal Seam Methane,,2018-19,Braemar 2 Gas Power Station,"127 Grahams Rd, Kogan QLD 4406, Australia",QLD,-27.113373,150.9055138
PIONEER SAIL HOLDINGS PTY LIMITED,LOY YANG B POWER STATION,F,VIC,30397766.0,8443824.0,9560299.0,3821.0,9564120.0,1.132676379801379,On,NEM,Brown Coal,,2018-19,Loy Yang B Power Station,"Bartons Ln, Traralgon VIC 3844, Australia",VIC,-38.2567843,146.5860271
PIONEER SAIL HOLDINGS PTY LIMITED,NEWMAN POWER STATION,F,WA,972635.0,270177.0,191945.0,0.0,191945.0,0.7104416734214978,Off,Off-grid,Gas,,2018-19,Newman Power Station,"Newman WA 6753, Australia",WA,-23.3439244,119.7090905
PIONEER SAIL HOLDINGS PTY LIMITED,PORT HEDLAND POWER STATION,F,WA,1869194.0,519220.0,387531.0,0.0,387531.0,0.7463714802973691,On,NWIS,Gas,,2018-19,Port Hedland Power Station,"LOT 255 Boodarie Station Access Rd, Boodarie WA 6722, Australia",WA,-20.4280016,118.5502998
PIONEER SAIL HOLDINGS PTY LIMITED,WAGERUP POWER STATION,F,WA,1921299.0,533694.0,300025.0,4533.0,304558.0,0.5706603409444363,On,SWIS,Gas,,2018-19,Wagerup Power Station,"Wagerup WA 6215, Australia",WA,-32.9169481,115.91711250000002
PIONEER SAIL HOLDINGS PTY LIMITED,CORPORATE TOTAL,C,,37284833.0,10356898.0,10774471.0,11197.0,10785668.0,,,,,,2018-19,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
POWER AND WATER CORPORATION,ALPURRURULAM (LAKE NASH),F,NT,5679.0,1577.0,1137.0,0.0,1137.0,0.7209892200380469,Off,Off-grid,Diesel,,2018-19,Alpurrurulam,"Alpurrurulam NT 4825, Australia",NT,-20.9841916,137.847666
POWER AND WATER CORPORATION,AMANBIDGI (KILDURK),F,NT,985.0,274.0,265.0,0.0,265.0,0.9671532846715328,Off,Off-grid,Diesel,,2018-19,Amanbidji Access,"Amanbidji Access, Baines NT 0852, Australia",NT,-16.1852745,129.6407049
POWER AND WATER CORPORATION,"AMPILATWATJA (ALPARRA, AMMAROO)",F,NT,21827.0,6063.0,2412.0,0.0,2412.0,0.39782285997031175,Off,Off-grid,Diesel,,2018-19,Artists of Ampilatwatja,"Lot 46, Ampilatwatja NT 0872, Australia",NT,-21.6579629,135.224714
POWER AND WATER CORPORATION,AMUNTURANGU (MOUNT LIEBIG),F,NT,5338.0,1483.0,546.0,0.0,546.0,0.3681726230613621,Off,Off-grid,Diesel,,2018-19,Mount Liebig,"Mount Liebig NT 0872, Australia",NT,-23.265959100000003,131.2722316
POWER AND WATER CORPORATION,APUTULA (FINKE),F,NT,5430.0,1508.0,616.0,0.0,616.0,0.40848806366047746,Off,Off-grid,Diesel,,2018-19,Finke,"Finke NT 0872, Australia",NT,-25.5821522,134.5779806
POWER AND WATER CORPORATION,AREYONGA (UTJU),F,NT,6166.0,1713.0,651.0,0.0,651.0,0.38003502626970226,Off,Off-grid,Diesel,,2018-19,Utju Drive,"Utju Dr, Areyonga NT 0872, Australia",NT,-24.0734509,132.2690068
POWER AND WATER CORPORATION,ATITJERE (HARTS RANGE),F,NT,5724.0,1590.0,672.0,0.0,672.0,0.4226415094339623,Off,Off-grid,Diesel,,2018-19,Atitjere,"Atitjere, NT 0872, Australia",NT,-22.985241,134.9315766
POWER AND WATER CORPORATION,BORROLOOLA GENERATION,F,NT,22026.0,6118.0,4177.0,0.0,4177.0,0.6827394573389997,Off,Off-grid,Diesel,,2018-19,Borroloola,"Borroloola NT 0854, Australia",NT,-16.070278,136.307222
POWER AND WATER CORPORATION,BULLA CAMP,F,NT,1129.0,314.0,303.0,0.0,303.0,0.964968152866242,Off,Off-grid,Diesel,,2018-19,Bulla Camp Primary School,"Lot 1 Bulla Camp Community, Off Victoria Highway, Baines NT 0852, Australia",NT,-15.768874799999995,130.0393456
POWER AND WATER CORPORATION,BULMAN,F,NT,5625.0,1563.0,879.0,0.0,879.0,0.5623800383877159,Off,Off-grid,Diesel,,2018-19,Bulman Weemol,"Bulman Weemol NT 0852, Australia",NT,-13.663028,134.3317308
POWER AND WATER CORPORATION,DALY WATERS GENERATION,F,NT,4700.0,1305.0,890.0,0.0,890.0,0.6819923371647509,Off,Off-grid,Diesel,,2018-19,Daly Waters Pub,"16 Stuart St, Daly Waters NT 0852, Australia",NT,-16.2536786,133.36958990000002
POWER AND WATER CORPORATION,ELLIOT GENERATION,F,NT,11145.0,3096.0,2208.0,0.0,2208.0,0.7131782945736435,Off,Off-grid,Gas,,2018-19,Elliott Projects,"7/9 Myrtle St, North Sydney NSW 2060, Australia",NSW,-33.8312314,151.20428669999998
POWER AND WATER CORPORATION,ENGAWALA (ALCOOTA),F,NT,1980.0,550.0,417.0,0.0,417.0,0.7581818181818182,Off,Off-grid,Diesel,,2018-19,Engawala,"Engawala NT 0872, Australia",NT,-22.8036906,134.4554661
POWER AND WATER CORPORATION,EPENARRA (WUTUNUGURRA),F,NT,3065.0,851.0,671.0,0.0,671.0,0.7884841363102233,Off,Off-grid,Diesel,,2018-19,Wutunugurra,"Wutunugurra NT 0872, Australia",NT,-20.4626041,135.2512773
POWER AND WATER CORPORATION,EVA VALLEY,F,NT,1288.0,358.0,287.0,0.0,287.0,0.8016759776536313,Off,Off-grid,Diesel,,2018-19,Eva Valley,"Eva Valley NT 0822, Australia",NT,-13.1298444,131.0142497
POWER AND WATER CORPORATION,GALIWINKU (ELCHO ISLAND),F,NT,38079.0,10578.0,4702.0,0.0,4702.0,0.44450746833049726,Off,Off-grid,Diesel,,2018-19,Galiwinku,"Galiwinku NT 0822, Australia",NT,-12.0277682,135.56503770000003
POWER AND WATER CORPORATION,GAPUWIYAK (LAKE EVELLA),F,NT,13971.0,3881.0,2117.0,0.0,2117.0,0.5454779695954651,Off,Off-grid,Diesel,,2018-19,Lake Evella,"Lake Evella, Gapuwiyak NT 0880, Australia",NT,-12.5125,135.80249999999998
POWER AND WATER CORPORATION,GUNBALANYA (OENPELLI),F,NT,24078.0,6688.0,3536.0,0.0,3536.0,0.5287081339712919,Off,Off-grid,Diesel,,2018-19,Gunbalanya,"Gunbalanya NT 0822, Australia",NT,-12.3320023,133.0417802
POWER AND WATER CORPORATION,IKUNTJI (HAASTS BLUFF),F,NT,2818.0,783.0,624.0,0.0,624.0,0.7969348659003831,Off,Off-grid,Diesel,,2018-19,Haasts Bluff,"Haasts Bluff NT 0872, Australia",NT,-23.4471526,131.88220909999998
POWER AND WATER CORPORATION,IMANGARA (MURRAY DOWNS),F,NT,1296.0,360.0,278.0,0.0,278.0,0.7722222222222223,Off,Off-grid,Diesel,,2018-19,Imangara,"Imangara, Davenport NT 0872, Australia",NT,-21.0492276,134.6804761
POWER AND WATER CORPORATION,IMANPA (MOUNT EBENEZER),F,NT,2116.0,588.0,439.0,0.0,439.0,0.7465986394557823,Off,Off-grid,Diesel,,2018-19,Mount Ebenezer,"Mount Ebenezer, Imanpa NT 0872, Australia",NT,-25.1019444,132.57166669999998
POWER AND WATER CORPORATION,KALKARINGI (WAVE HILL),F,NT,10441.0,2900.0,2025.0,0.0,2025.0,0.6982758620689655,Off,Off-grid,Diesel,,2018-19,Kalkarindji,"Kalkarindji NT 0852, Australia",NT,-17.4480442,130.8310031
POWER AND WATER CORPORATION,KALTUKATJARA (DOCKER RIVER),F,NT,9626.0,2674.0,1053.0,0.0,1053.0,0.393792071802543,Off,Off-grid,Diesel,,2018-19,Kaltukatjara,"Kaltukatjara NT 0872, Australia",NT,-24.8736576,129.082823
POWER AND WATER CORPORATION,LAJAMANU (HOOKER CREEK),F,NT,19656.0,5460.0,2029.0,0.0,2029.0,0.3716117216117216,Off,Off-grid,Diesel,,2018-19,Hooker Creek,"Hooker Creek, Lajamanu NT 0852, Australia",NT,-18.3365,130.636993
POWER AND WATER CORPORATION,LARAMBA (NAPPERBY),F,NT,3437.0,955.0,685.0,0.0,685.0,0.7172774869109948,Off,Off-grid,Diesel,,2018-19,Napperby,"Napperby, Laramba NT 0872, Australia",NT,-22.5372946,132.7712369
POWER AND WATER CORPORATION,MANINGRIDA,F,NT,50419.0,14005.0,5285.0,0.0,5285.0,0.3773652267047483,Off,Off-grid,Diesel,,2018-19,Maningrida,"Maningrida NT 0822, Australia",NT,-12.0551674,134.2313799
POWER AND WATER CORPORATION,MILIKAPITI (SNAKE BAY),F,NT,7999.0,2222.0,1664.0,0.0,1664.0,0.7488748874887489,Off,Off-grid,Diesel,,2018-19,Snake Bay Airport,"Milikapiti NT 0822, Australia",NT,-11.4227161,130.6530109
POWER AND WATER CORPORATION,MILINGIMBI,F,NT,20578.0,5716.0,2441.0,0.0,2441.0,0.42704688593421974,Off,Off-grid,Diesel,,2018-19,Milingimbi,"Milingimbi NT 0822, Australia",NT,-12.1029214,134.91860150000002
POWER AND WATER CORPORATION,MILYAKBURRA (BICKERTON ISLAND),F,NT,4712.0,1309.0,575.0,0.0,575.0,0.439266615737204,Off,Off-grid,Diesel,,2018-19,Milyakburra,"Milyakburra NT 0822, Australia",NT,-13.783246300000002,136.1961739
POWER AND WATER CORPORATION,MINJILANG (CROKER ISLAND),F,NT,7585.0,2107.0,922.0,0.0,922.0,0.4375889890840057,Off,Off-grid,Diesel,,2018-19,Minjilang,"Minjilang NT 0822, Australia",NT,-11.1492952,132.5785263
POWER AND WATER CORPORATION,MINYERRI (HODGSON DOWNS),F,NT,14359.0,3989.0,1627.0,0.0,1627.0,0.40787164702933065,Off,Off-grid,Diesel,,2018-19,Miniyeri,"Miniyeri NT 0852, Australia",NT,-15.2193622,134.07881559999998
POWER AND WATER CORPORATION,NAUIYU NAMBIYU (DALY RIVER),F,NT,10484.0,2912.0,1110.0,0.0,1110.0,0.38118131868131866,Off,Off-grid,Diesel,,2018-19,Nauiyu,"Nauiyu NT 0822, Australia",NT,-13.7503914,130.6895874
POWER AND WATER CORPORATION,NGUIU (BATHURST ISLAND),F,NT,33492.0,9304.0,4893.0,0.0,4893.0,0.5259028374892519,Off,Off-grid,Diesel,,2018-19,Wurrumiyanga,"Wurrumiyanga NT 0822, Australia",NT,-11.7619224,130.6317999
POWER AND WATER CORPORATION,NGUKURR (ROPER RIVER),F,NT,22386.0,6218.0,3269.0,0.0,3269.0,0.5257317465422966,Off,Off-grid,Diesel,,2018-19,Ngukurr,"Ngukurr NT 0852, Australia",NT,-14.733834000000002,134.7322863
POWER AND WATER CORPORATION,NUMBULWAR (ROSE RIVER),F,NT,10569.0,2936.0,2087.0,0.0,2087.0,0.7108310626702997,Off,Off-grid,Diesel,,2018-19,Numbulwar,"Numbulwar NT 0822, Australia",NT,-14.2787572,135.7408199
POWER AND WATER CORPORATION,NYIRRIPI (WAITE CREEK),F,NT,5576.0,1549.0,642.0,0.0,642.0,0.4144609425435765,Off,Off-grid,Diesel,,2018-19,Nyirripi Store,"Nyirripi, NT 0872, Australia",NT,-22.649659,130.55213899999998
POWER AND WATER CORPORATION,ORWAITILLA (CANTEEN CREEK),F,NT,3455.0,960.0,674.0,0.0,674.0,0.7020833333333333,Off,Off-grid,Diesel,,2018-19,Canteen Creek,"Canteen Creek NT 0872, Australia",NT,-20.6440035,135.587927
POWER AND WATER CORPORATION,PALUMPA,F,NT,5249.0,1458.0,1024.0,0.0,1024.0,0.7023319615912208,Off,Off-grid,Diesel,,2018-19,Nganmarriyanga,"Nganmarriyanga NT 0822, Australia",NT,-14.3523927,129.8822501
POWER AND WATER CORPORATION,PAPUNYA,F,NT,7102.0,1973.0,1399.0,0.0,1399.0,0.7090724784591992,Off,Off-grid,Diesel,,2018-19,Papunya,"Papunya NT 0872, Australia",NT,-23.2053323,131.9112738
POWER AND WATER CORPORATION,PEPPIMENARTI,F,NT,4703.0,1306.0,924.0,0.0,924.0,0.7075038284839203,Off,Off-grid,Diesel,,2018-19,Peppimenarti,"Peppimenarti NT 0822, Australia",NT,-14.1501858,130.0762599
POWER AND WATER CORPORATION,PIDGEON HOLE,F,NT,1699.0,472.0,365.0,0.0,365.0,0.7733050847457628,Off,Off-grid,Diesel,,2018-19,Pigeon Hole,"Pigeon Hole NT 0852, Australia",NT,-16.8148579,131.2196946
POWER AND WATER CORPORATION,PIRLANGIMPI (GARDEN POINT),F,NT,7379.0,2050.0,1572.0,0.0,1572.0,0.7668292682926829,Off,Off-grid,Diesel,,2018-19,Pirlangimpi,"Pirlangimpi NT 0822, Australia",NT,-11.405157,130.41733209999998
POWER AND WATER CORPORATION,RAMINGINING,F,NT,18713.0,5198.0,2015.0,0.0,2015.0,0.38764909580607926,Off,Off-grid,Diesel,,2018-19,Ramingining,"Ramingining NT 0822, Australia",NT,-12.3285681,134.9280587
POWER AND WATER CORPORATION,ROBINSON RIVER,F,NT,3985.0,1107.0,781.0,0.0,781.0,0.7055103884372177,Off,Off-grid,Diesel,,2018-19,Robinson River,"Robinson River, Northern Territory, Australia",NT,-16.1585232,137.1750735
